,ip_id,amt,diff_days,CR,DR,ATM,Branch,CDM,CorporateConnect,EDC,KPlus
26,27,5887.644444444444,9.044444444444444,29.0,16.0,7.0,12.0,7.0,7.0,3.0,9.0
27,28,5772.815789473684,10.394736842105264,19.0,19.0,7.0,9.0,4.0,8.0,4.0,6.0
28,29,5315.878787878788,10.393939393939394,17.0,16.0,8.0,7.0,2.0,6.0,4.0,6.0
29,30,4021.8863636363635,9.295454545454545,26.0,18.0,10.0,4.0,5.0,11.0,,14.0
30,31,4733.405405405405,10.486486486486486,17.0,20.0,6.0,11.0,2.0,4.0,5.0,9.0
31,32,6098.490566037736,7.6415094339622645,33.0,20.0,11.0,12.0,7.0,10.0,4.0,9.0
32,33,5296.764705882353,11.705882352941176,15.0,19.0,7.0,6.0,3.0,9.0,3.0,6.0
33,34,5864.333333333333,12.454545454545455,12.0,21.0,10.0,6.0,3.0,3.0,2.0,9.0
34,35,4461.4838709677415,13.03225806451613,15.0,16.0,7.0,5.0,2.0,5.0,5.0,7.0
35,36,4910.096774193548,13.419354838709678,14.0,17.0,9.0,6.0,1.0,8.0,4.0,3.0
36,37,5158.057142857143,10.542857142857143,14.0,21.0,8.0,10.0,2.0,4.0,8.0,3.0
37,38,4931.617647058823,11.941176470588236,18.0,16.0,4.0,13.0,1.0,7.0,4.0,5.0
38,39,4649.0,10.631578947368421,17.0,21.0,8.0,12.0,4.0,5.0,1.0,8.0
39,40,4929.212765957447,8.404255319148936,25.0,22.0,6.0,11.0,3.0,12.0,9.0,6.0
40,41,6486.470588235294,11.911764705882353,19.0,15.0,4.0,7.0,6.0,4.0,3.0,10.0
41,42,5844.431818181818,9.340909090909092,20.0,24.0,7.0,10.0,7.0,9.0,4.0,7.0
42,43,5840.0,11.96774193548387,14.0,17.0,8.0,10.0,5.0,4.0,3.0,1.0
43,44,6284.976190476191,9.761904761904763,18.0,24.0,10.0,7.0,4.0,6.0,6.0,9.0
44,45,5243.153846153846,10.205128205128204,22.0,17.0,9.0,5.0,3.0,8.0,7.0,7.0
45,46,5787.966666666666,13.233333333333333,19.0,11.0,5.0,4.0,5.0,5.0,2.0,9.0
46,47,5565.46511627907,9.55813953488372,18.0,25.0,11.0,9.0,2.0,9.0,5.0,7.0
47,48,5670.025641025641,10.153846153846153,25.0,14.0,7.0,5.0,6.0,11.0,5.0,5.0
48,49,5509.85294117647,11.588235294117647,17.0,17.0,8.0,5.0,5.0,6.0,6.0,4.0
49,50,5284.358974358975,10.128205128205128,18.0,21.0,6.0,9.0,3.0,5.0,5.0,11.0
50,51,6966.410256410257,10.179487179487179,19.0,20.0,11.0,4.0,2.0,11.0,6.0,5.0
51,52,5924.282051282052,9.487179487179487,21.0,18.0,6.0,7.0,3.0,4.0,5.0,14.0
52,53,5004.846153846154,10.153846153846153,20.0,19.0,8.0,8.0,6.0,5.0,3.0,9.0
53,54,5083.235294117647,11.470588235294118,19.0,15.0,12.0,4.0,4.0,7.0,2.0,5.0
54,55,5094.421052631579,10.605263157894736,27.0,11.0,9.0,8.0,5.0,4.0,3.0,9.0
55,56,5112.151515151515,12.242424242424242,18.0,15.0,7.0,8.0,6.0,4.0,3.0,5.0
56,57,5239.581395348837,8.627906976744185,17.0,26.0,11.0,8.0,3.0,8.0,4.0,9.0
57,58,6200.8421052631575,9.421052631578947,21.0,17.0,5.0,6.0,5.0,10.0,5.0,7.0
58,59,5444.285714285715,10.82857142857143,20.0,15.0,9.0,8.0,1.0,9.0,3.0,5.0
59,60,6093.2307692307695,10.35897435897436,17.0,22.0,3.0,6.0,4.0,11.0,5.0,10.0
60,61,5082.263157894737,10.473684210526315,25.0,13.0,10.0,10.0,3.0,10.0,3.0,2.0
61,62,5497.512195121952,9.609756097560975,22.0,19.0,9.0,6.0,2.0,10.0,4.0,10.0
62,63,6007.931818181818,9.159090909090908,22.0,22.0,9.0,7.0,5.0,11.0,4.0,8.0
63,64,5366.615384615385,9.282051282051283,21.0,18.0,6.0,6.0,3.0,9.0,4.0,11.0
64,65,5456.022222222222,8.333333333333334,22.0,23.0,3.0,9.0,4.0,13.0,2.0,14.0
65,66,5755.9375,12.78125,17.0,15.0,11.0,9.0,2.0,,3.0,7.0
66,67,5762.939393939394,12.212121212121213,18.0,15.0,5.0,7.0,5.0,9.0,2.0,5.0
67,68,5186.25,8.931818181818182,25.0,19.0,9.0,10.0,2.0,9.0,4.0,10.0
68,69,5859.621621621622,10.756756756756756,20.0,17.0,6.0,9.0,6.0,5.0,2.0,9.0
69,70,5228.195121951219,10.121951219512194,24.0,17.0,9.0,7.0,4.0,9.0,5.0,7.0
70,71,4383.5609756097565,9.878048780487806,19.0,22.0,13.0,3.0,3.0,8.0,4.0,10.0
71,72,5595.64,8.34,34.0,16.0,10.0,11.0,7.0,10.0,4.0,8.0
72,73,5889.527777777777,10.833333333333334,19.0,17.0,11.0,6.0,5.0,8.0,2.0,4.0
73,74,4842.138888888889,11.0,17.0,19.0,8.0,4.0,4.0,6.0,9.0,5.0
74,75,5225.692307692308,10.102564102564102,15.0,24.0,5.0,8.0,6.0,6.0,8.0,6.0
75,76,5543.868421052632,10.552631578947368,18.0,20.0,4.0,8.0,9.0,6.0,5.0,6.0
76,77,5004.74358974359,9.974358974358974,16.0,23.0,11.0,4.0,2.0,8.0,5.0,9.0
77,78,5786.780487804878,9.829268292682928,18.0,23.0,9.0,9.0,6.0,6.0,7.0,4.0
78,79,5073.551020408163,8.408163265306122,23.0,26.0,13.0,7.0,4.0,14.0,3.0,8.0
79,80,4732.969696969697,11.151515151515152,15.0,18.0,7.0,9.0,6.0,2.0,3.0,6.0
80,81,5610.695652173913,8.956521739130435,25.0,21.0,8.0,10.0,8.0,10.0,3.0,7.0
81,82,5409.973684210527,10.18421052631579,15.0,23.0,11.0,6.0,5.0,5.0,3.0,8.0
82,83,4519.414634146341,9.78048780487805,23.0,18.0,10.0,5.0,2.0,11.0,4.0,9.0
83,84,5065.209302325581,8.325581395348838,22.0,21.0,7.0,7.0,4.0,10.0,5.0,10.0
84,85,5559.461538461538,9.897435897435898,20.0,19.0,12.0,5.0,5.0,3.0,5.0,9.0
85,86,4521.195652173913,8.608695652173912,22.0,24.0,16.0,4.0,8.0,8.0,1.0,9.0
86,87,5103.243902439024,8.195121951219512,24.0,17.0,4.0,8.0,6.0,9.0,8.0,6.0
87,88,5712.066666666667,8.844444444444445,26.0,19.0,8.0,9.0,4.0,7.0,7.0,10.0
88,89,4692.058823529412,11.147058823529411,17.0,17.0,7.0,8.0,1.0,12.0,3.0,3.0
89,90,3887.410714285714,6.875,28.0,28.0,6.0,13.0,8.0,7.0,8.0,14.0
90,91,4552.766666666666,13.233333333333333,17.0,13.0,1.0,7.0,6.0,2.0,5.0,9.0
91,92,6319.666666666667,15.185185185185185,13.0,14.0,4.0,4.0,3.0,9.0,3.0,4.0
92,93,6457.512195121952,9.536585365853659,18.0,23.0,7.0,9.0,3.0,9.0,3.0,10.0
93,94,4727.695652173913,8.58695652173913,23.0,23.0,12.0,6.0,4.0,9.0,4.0,11.0
94,95,5790.076923076923,9.512820512820513,20.0,19.0,6.0,7.0,8.0,7.0,3.0,8.0
95,96,6035.057142857143,10.714285714285714,14.0,21.0,7.0,8.0,2.0,8.0,3.0,7.0
96,97,4325.794871794872,10.076923076923077,19.0,20.0,9.0,9.0,3.0,7.0,4.0,7.0
97,98,5223.972972972973,10.64864864864865,19.0,18.0,8.0,5.0,4.0,4.0,2.0,14.0
98,99,5467.7555555555555,8.866666666666667,27.0,18.0,5.0,13.0,4.0,11.0,4.0,8.0
99,100,4616.090909090909,9.295454545454545,23.0,21.0,11.0,6.0,4.0,8.0,5.0,10.0
100,101,5608.0,12.4375,16.0,16.0,5.0,7.0,3.0,6.0,4.0,7.0
101,102,6364.148148148148,14.222222222222221,17.0,10.0,11.0,9.0,,1.0,1.0,5.0
102,103,5674.138888888889,9.11111111111111,20.0,16.0,7.0,2.0,2.0,7.0,6.0,12.0
103,104,5484.857142857143,9.80952380952381,22.0,20.0,10.0,11.0,1.0,9.0,4.0,7.0
104,105,5422.55,9.7,23.0,17.0,10.0,7.0,2.0,10.0,3.0,8.0
105,106,4204.617647058823,11.735294117647058,23.0,11.0,8.0,5.0,5.0,6.0,1.0,9.0
106,107,5833.906976744186,8.627906976744185,24.0,19.0,6.0,9.0,8.0,11.0,1.0,8.0
107,108,5081.772727272727,9.5,22.0,22.0,6.0,11.0,9.0,7.0,3.0,8.0
108,109,5320.357142857143,9.619047619047619,15.0,27.0,9.0,9.0,4.0,4.0,10.0,6.0
109,110,4995.981132075472,7.69811320754717,28.0,25.0,12.0,17.0,4.0,9.0,3.0,8.0
110,111,5108.583333333333,10.472222222222221,14.0,22.0,9.0,7.0,2.0,6.0,7.0,5.0
111,112,5193.816326530612,7.040816326530612,26.0,23.0,9.0,10.0,5.0,8.0,5.0,12.0
112,113,6545.6,13.6,13.0,17.0,6.0,4.0,1.0,6.0,5.0,8.0
113,114,4409.0,11.555555555555555,20.0,16.0,3.0,8.0,6.0,7.0,7.0,5.0
114,115,5169.133333333333,8.911111111111111,21.0,24.0,6.0,5.0,4.0,13.0,5.0,12.0
115,116,5972.785714285715,9.619047619047619,18.0,24.0,9.0,2.0,5.0,11.0,6.0,9.0
116,117,5151.891891891892,10.864864864864865,25.0,12.0,7.0,6.0,5.0,11.0,2.0,6.0
117,118,6633.828571428571,11.057142857142857,21.0,14.0,7.0,6.0,3.0,11.0,,8.0
118,119,5402.872340425532,8.51063829787234,23.0,24.0,8.0,7.0,2.0,13.0,7.0,10.0
119,120,6343.625,12.25,18.0,14.0,9.0,1.0,3.0,7.0,4.0,8.0
120,121,4238.85294117647,11.470588235294118,18.0,16.0,9.0,11.0,2.0,4.0,3.0,5.0
121,122,6423.026315789473,10.18421052631579,22.0,16.0,9.0,8.0,4.0,5.0,2.0,10.0
122,123,4781.4375,12.15625,18.0,14.0,9.0,5.0,2.0,8.0,2.0,6.0
123,124,4861.074074074074,14.703703703703704,17.0,10.0,6.0,6.0,5.0,4.0,,6.0
124,125,4218.3488372093025,8.744186046511627,27.0,16.0,13.0,8.0,4.0,7.0,3.0,8.0
125,126,4748.138888888889,11.055555555555555,19.0,17.0,8.0,4.0,7.0,6.0,5.0,6.0
126,127,4617.72,8.1,21.0,29.0,13.0,13.0,2.0,14.0,3.0,5.0
127,128,4984.433333333333,13.333333333333334,16.0,14.0,7.0,9.0,3.0,4.0,3.0,4.0
128,129,4621.148148148148,14.037037037037036,16.0,11.0,8.0,3.0,2.0,7.0,5.0,2.0
129,130,5514.690476190476,9.571428571428571,27.0,15.0,11.0,8.0,4.0,9.0,5.0,5.0
130,131,4934.7692307692305,10.153846153846153,15.0,24.0,2.0,11.0,2.0,6.0,7.0,11.0
131,132,4770.538461538462,10.35897435897436,25.0,14.0,10.0,7.0,6.0,8.0,3.0,5.0
132,133,5217.589743589743,10.307692307692308,19.0,20.0,10.0,14.0,3.0,5.0,4.0,3.0
133,134,5533.875,9.35,21.0,19.0,10.0,4.0,4.0,6.0,10.0,6.0
134,135,6064.054054054054,10.783783783783784,22.0,15.0,7.0,8.0,4.0,8.0,4.0,6.0
135,136,5205.028571428571,10.8,13.0,22.0,4.0,10.0,4.0,10.0,3.0,4.0
136,137,5885.666666666667,9.071428571428571,23.0,19.0,9.0,10.0,4.0,9.0,2.0,8.0
137,138,4733.74358974359,10.051282051282051,22.0,17.0,7.0,7.0,2.0,10.0,3.0,10.0
138,139,4611.102564102564,10.615384615384615,25.0,14.0,7.0,11.0,6.0,4.0,5.0,6.0
139,140,4680.685714285714,11.028571428571428,25.0,10.0,6.0,3.0,5.0,12.0,1.0,8.0
140,141,3779.04,14.96,13.0,12.0,5.0,6.0,2.0,4.0,2.0,6.0
141,142,4685.116279069767,9.023255813953488,19.0,24.0,9.0,9.0,4.0,8.0,6.0,7.0
142,143,6737.130434782609,8.347826086956522,23.0,23.0,11.0,9.0,5.0,9.0,4.0,8.0
143,144,3981.148936170213,7.787234042553192,18.0,29.0,10.0,7.0,5.0,9.0,3.0,13.0
144,145,5020.4,9.044444444444444,24.0,21.0,9.0,10.0,6.0,6.0,4.0,10.0
145,146,5248.139534883721,9.255813953488373,21.0,22.0,13.0,9.0,3.0,9.0,2.0,7.0
146,147,4922.866666666667,9.044444444444444,20.0,25.0,9.0,6.0,3.0,8.0,7.0,12.0
147,148,5816.675675675676,10.378378378378379,15.0,22.0,9.0,10.0,1.0,2.0,8.0,7.0
148,149,5519.973684210527,10.342105263157896,18.0,20.0,7.0,13.0,4.0,5.0,2.0,7.0
149,150,4846.611111111111,11.0,19.0,17.0,8.0,6.0,3.0,8.0,3.0,8.0
150,151,5413.8,13.566666666666666,15.0,15.0,6.0,8.0,3.0,5.0,1.0,7.0
151,152,5468.125,11.59375,17.0,15.0,6.0,13.0,,8.0,1.0,4.0
152,153,4825.815789473684,10.289473684210526,18.0,20.0,7.0,4.0,3.0,8.0,7.0,9.0
153,154,5549.254901960784,7.784313725490196,15.0,36.0,9.0,15.0,2.0,11.0,7.0,7.0
154,155,4432.755102040816,8.183673469387756,24.0,25.0,19.0,9.0,2.0,8.0,4.0,7.0
155,156,6262.5641025641025,10.666666666666666,18.0,21.0,6.0,8.0,5.0,6.0,6.0,8.0
156,157,5184.410256410257,10.76923076923077,13.0,26.0,10.0,10.0,2.0,8.0,3.0,6.0
157,158,6164.4,9.85,24.0,16.0,12.0,7.0,5.0,6.0,3.0,7.0
158,159,5794.804347826087,8.717391304347826,21.0,25.0,9.0,9.0,5.0,7.0,5.0,11.0
159,160,5430.027777777777,10.194444444444445,19.0,17.0,3.0,11.0,4.0,6.0,5.0,7.0
160,161,5222.545454545455,8.977272727272727,20.0,24.0,6.0,8.0,3.0,11.0,6.0,10.0
161,162,5608.517241379311,13.275862068965518,11.0,18.0,6.0,6.0,2.0,4.0,2.0,9.0
162,163,4911.384615384615,10.307692307692308,24.0,15.0,7.0,5.0,5.0,10.0,4.0,8.0
163,164,5699.971428571429,11.885714285714286,20.0,15.0,8.0,8.0,1.0,9.0,3.0,6.0
164,165,4531.323529411765,11.0,17.0,17.0,5.0,9.0,2.0,6.0,5.0,7.0
165,166,5210.260869565217,8.76086956521739,25.0,21.0,8.0,11.0,3.0,8.0,3.0,13.0
166,167,5360.793103448276,13.068965517241379,17.0,12.0,4.0,5.0,5.0,5.0,2.0,8.0
167,168,4870.384615384615,10.512820512820513,23.0,16.0,10.0,7.0,3.0,11.0,1.0,7.0
168,169,6916.511627906977,9.348837209302326,23.0,20.0,9.0,7.0,3.0,12.0,3.0,9.0
169,170,4385.724137931034,12.89655172413793,13.0,16.0,5.0,9.0,1.0,7.0,2.0,5.0
170,171,3421.6521739130435,16.565217391304348,14.0,9.0,8.0,2.0,3.0,5.0,2.0,3.0
171,172,5057.857142857143,10.8,16.0,19.0,12.0,10.0,2.0,5.0,1.0,5.0
172,173,4880.8378378378375,11.08108108108108,22.0,15.0,12.0,8.0,5.0,5.0,1.0,6.0
173,174,4573.0,10.23076923076923,18.0,21.0,7.0,8.0,3.0,4.0,5.0,12.0
174,175,6722.0204081632655,8.122448979591837,32.0,17.0,9.0,8.0,8.0,7.0,1.0,16.0
175,176,4759.4857142857145,11.571428571428571,17.0,18.0,7.0,4.0,9.0,6.0,2.0,7.0
176,177,5245.5,9.404761904761905,22.0,20.0,6.0,6.0,7.0,9.0,6.0,8.0
177,178,5702.324324324324,10.756756756756756,22.0,15.0,9.0,8.0,,12.0,,8.0
178,179,4994.09756097561,9.487804878048781,22.0,19.0,13.0,7.0,4.0,4.0,4.0,9.0
179,180,4446.354838709677,12.290322580645162,15.0,16.0,4.0,6.0,4.0,9.0,1.0,7.0
180,181,5460.4047619047615,9.30952380952381,26.0,16.0,6.0,13.0,2.0,10.0,4.0,7.0
181,182,4868.829268292683,9.658536585365853,16.0,25.0,8.0,12.0,2.0,8.0,5.0,6.0
182,183,4696.71875,12.71875,20.0,12.0,7.0,5.0,2.0,7.0,1.0,10.0
183,184,5734.225806451613,12.548387096774194,15.0,16.0,5.0,5.0,5.0,5.0,6.0,5.0
184,185,5239.184210526316,10.894736842105264,21.0,17.0,7.0,11.0,4.0,5.0,,11.0
185,186,5358.166666666667,9.142857142857142,16.0,26.0,9.0,4.0,3.0,10.0,6.0,10.0
186,187,6247.2,9.875,21.0,19.0,11.0,6.0,3.0,9.0,6.0,5.0
187,188,4234.611111111111,10.222222222222221,20.0,16.0,12.0,6.0,,8.0,4.0,6.0
188,189,5186.170731707317,9.560975609756097,20.0,21.0,7.0,5.0,6.0,8.0,4.0,11.0
189,190,5786.222222222223,8.155555555555555,25.0,20.0,12.0,15.0,4.0,6.0,3.0,5.0
190,191,4525.441860465116,8.69767441860465,23.0,20.0,8.0,12.0,5.0,3.0,4.0,11.0
191,192,5386.186046511628,8.790697674418604,26.0,17.0,7.0,7.0,7.0,8.0,1.0,13.0
192,193,5029.675,9.875,24.0,16.0,12.0,11.0,3.0,4.0,1.0,9.0
193,194,6121.375,9.375,14.0,26.0,9.0,8.0,4.0,6.0,5.0,8.0
194,195,6019.405405405405,10.945945945945946,18.0,19.0,10.0,12.0,5.0,3.0,4.0,3.0
195,196,5795.171428571429,11.514285714285714,18.0,17.0,7.0,8.0,4.0,7.0,4.0,5.0
196,197,6071.704545454545,8.613636363636363,20.0,24.0,15.0,8.0,2.0,7.0,2.0,10.0
197,198,5136.673913043478,8.934782608695652,29.0,17.0,7.0,10.0,7.0,11.0,2.0,9.0
198,199,4931.5,10.36111111111111,20.0,16.0,6.0,8.0,5.0,10.0,2.0,5.0
199,200,5718.578947368421,9.921052631578947,19.0,19.0,6.0,13.0,4.0,7.0,3.0,5.0
200,201,4476.868421052632,10.605263157894736,17.0,21.0,7.0,4.0,6.0,7.0,5.0,9.0
201,202,5125.677419354839,12.193548387096774,14.0,17.0,3.0,3.0,2.0,9.0,4.0,10.0
202,203,5434.2972972972975,10.432432432432432,19.0,18.0,10.0,6.0,6.0,7.0,3.0,5.0
203,204,5260.25641025641,9.435897435897436,16.0,23.0,9.0,6.0,4.0,8.0,4.0,8.0
204,205,5349.648648648648,10.756756756756756,25.0,12.0,12.0,8.0,5.0,5.0,2.0,5.0
205,206,5983.181818181818,12.181818181818182,17.0,16.0,4.0,9.0,4.0,10.0,1.0,5.0
206,207,5382.825,10.375,21.0,19.0,7.0,8.0,4.0,7.0,5.0,9.0
207,208,5550.785714285715,14.714285714285714,14.0,14.0,3.0,3.0,5.0,7.0,6.0,4.0
208,209,4661.575,10.225,19.0,21.0,10.0,11.0,4.0,7.0,5.0,3.0
209,210,4995.454545454545,9.227272727272727,20.0,24.0,6.0,10.0,7.0,7.0,9.0,5.0
210,211,5715.166666666667,12.366666666666667,17.0,13.0,8.0,6.0,6.0,5.0,1.0,4.0
211,212,4325.568181818182,9.409090909090908,24.0,20.0,13.0,8.0,2.0,10.0,6.0,5.0
212,213,4800.666666666667,12.833333333333334,16.0,14.0,6.0,7.0,4.0,5.0,6.0,2.0
213,214,4886.277777777777,11.25,18.0,18.0,11.0,5.0,5.0,6.0,4.0,5.0
214,215,5332.513513513513,10.64864864864865,14.0,23.0,4.0,2.0,5.0,13.0,6.0,7.0
215,216,5664.538461538462,7.923076923076923,30.0,22.0,8.0,9.0,7.0,14.0,3.0,11.0
216,217,5672.878048780488,9.902439024390244,15.0,26.0,5.0,8.0,5.0,6.0,8.0,9.0
217,218,5913.268292682927,9.439024390243903,20.0,21.0,9.0,10.0,4.0,9.0,5.0,4.0
218,219,4585.5,12.875,20.0,12.0,5.0,7.0,2.0,7.0,5.0,6.0
219,220,5309.666666666667,8.604166666666666,24.0,24.0,12.0,8.0,10.0,6.0,5.0,7.0
220,221,4543.0,14.384615384615385,15.0,11.0,6.0,5.0,1.0,3.0,3.0,8.0
221,222,5754.5,10.81578947368421,19.0,19.0,6.0,12.0,4.0,8.0,3.0,5.0
222,223,5137.0,10.916666666666666,19.0,17.0,7.0,9.0,3.0,8.0,2.0,7.0
223,224,4231.535714285715,13.321428571428571,9.0,19.0,3.0,8.0,1.0,6.0,3.0,7.0
224,225,4781.0,9.923076923076923,12.0,27.0,10.0,9.0,2.0,6.0,3.0,9.0
225,226,5003.351351351352,10.972972972972974,16.0,21.0,7.0,2.0,2.0,12.0,3.0,11.0
226,227,4110.72972972973,10.702702702702704,21.0,16.0,12.0,9.0,4.0,5.0,1.0,6.0
227,228,3844.4444444444443,11.194444444444445,17.0,19.0,5.0,8.0,4.0,7.0,5.0,7.0
228,229,4774.076923076923,9.820512820512821,18.0,21.0,9.0,10.0,2.0,9.0,3.0,6.0
229,230,4998.236842105263,10.578947368421053,15.0,23.0,12.0,7.0,3.0,7.0,3.0,6.0
230,231,5340.2972972972975,10.837837837837839,19.0,18.0,4.0,11.0,2.0,6.0,6.0,8.0
231,232,5191.117647058823,11.411764705882353,18.0,16.0,6.0,9.0,6.0,7.0,1.0,5.0
232,233,4033.4545454545455,12.0,13.0,20.0,6.0,10.0,4.0,5.0,4.0,4.0
233,234,5461.290322580645,11.580645161290322,14.0,17.0,4.0,4.0,2.0,6.0,3.0,12.0
234,235,4216.658536585366,9.21951219512195,18.0,23.0,12.0,7.0,2.0,6.0,4.0,10.0
235,236,4427.617647058823,11.852941176470589,17.0,17.0,6.0,6.0,8.0,4.0,4.0,6.0
236,237,4358.8378378378375,11.162162162162161,22.0,15.0,7.0,8.0,3.0,3.0,6.0,10.0
237,238,5416.878048780488,9.878048780487806,26.0,15.0,13.0,7.0,5.0,7.0,1.0,8.0
238,239,6461.363636363636,12.030303030303031,15.0,18.0,6.0,6.0,2.0,9.0,4.0,6.0
239,240,4622.916666666667,11.027777777777779,20.0,16.0,7.0,6.0,1.0,8.0,4.0,10.0
240,241,6145.391304347826,8.782608695652174,27.0,19.0,12.0,7.0,6.0,11.0,3.0,7.0
241,242,5619.5,7.86,23.0,27.0,13.0,10.0,4.0,10.0,4.0,9.0
242,243,5016.64,14.08,11.0,14.0,7.0,5.0,2.0,2.0,3.0,6.0
243,244,4781.5,11.705882352941176,13.0,21.0,6.0,7.0,3.0,8.0,4.0,6.0
244,245,5969.608695652174,8.73913043478261,21.0,25.0,7.0,9.0,7.0,9.0,6.0,8.0
245,246,5128.615384615385,14.923076923076923,15.0,11.0,6.0,6.0,4.0,5.0,2.0,3.0
246,247,5388.925,10.1,25.0,15.0,11.0,6.0,9.0,6.0,4.0,4.0
247,248,5694.061224489796,8.061224489795919,32.0,17.0,8.0,4.0,10.0,11.0,7.0,9.0
248,249,5749.5,11.933333333333334,14.0,16.0,6.0,5.0,1.0,6.0,5.0,7.0
249,250,5011.27027027027,10.567567567567568,18.0,19.0,8.0,9.0,3.0,6.0,4.0,7.0
250,251,4027.84375,12.8125,14.0,18.0,9.0,8.0,1.0,5.0,3.0,6.0
251,252,4984.030303030303,11.878787878787879,15.0,18.0,8.0,9.0,2.0,4.0,3.0,7.0
252,253,4522.09375,12.375,14.0,18.0,7.0,5.0,2.0,9.0,6.0,3.0
253,254,5189.2692307692305,8.057692307692308,28.0,24.0,6.0,9.0,5.0,19.0,5.0,8.0
254,255,4513.205128205128,10.41025641025641,16.0,23.0,4.0,9.0,2.0,12.0,5.0,7.0
255,256,6304.038461538462,14.846153846153847,11.0,15.0,5.0,8.0,3.0,3.0,3.0,4.0
256,257,3354.8076923076924,14.038461538461538,19.0,7.0,7.0,5.0,2.0,6.0,3.0,3.0
257,258,4674.033333333334,11.833333333333334,10.0,20.0,9.0,8.0,1.0,3.0,1.0,8.0
258,259,5882.4324324324325,10.91891891891892,21.0,16.0,2.0,5.0,8.0,8.0,3.0,11.0
259,260,4755.0952380952385,9.714285714285714,19.0,23.0,7.0,7.0,5.0,13.0,3.0,7.0
260,261,4796.869565217391,8.347826086956522,25.0,21.0,14.0,11.0,3.0,8.0,4.0,6.0
261,262,4465.823529411765,11.735294117647058,18.0,16.0,3.0,9.0,2.0,5.0,4.0,11.0
262,263,5066.90625,11.53125,15.0,17.0,4.0,11.0,1.0,4.0,5.0,7.0
263,264,5328.175,10.05,14.0,26.0,9.0,8.0,1.0,7.0,8.0,7.0
264,265,5113.975,10.225,16.0,24.0,7.0,10.0,5.0,6.0,5.0,7.0
265,266,4989.4,11.485714285714286,24.0,11.0,5.0,7.0,6.0,8.0,2.0,7.0
266,267,4918.758620689655,12.413793103448276,16.0,13.0,10.0,7.0,2.0,2.0,1.0,7.0
267,268,4642.464285714285,14.357142857142858,11.0,17.0,2.0,5.0,5.0,3.0,6.0,7.0
268,269,4265.576923076923,14.384615384615385,16.0,10.0,5.0,2.0,4.0,3.0,1.0,11.0
269,270,5668.9375,12.46875,20.0,12.0,7.0,6.0,1.0,8.0,2.0,8.0
270,271,5587.948717948718,10.333333333333334,25.0,14.0,5.0,14.0,2.0,5.0,3.0,10.0
271,272,5099.964285714285,13.714285714285714,13.0,15.0,4.0,11.0,2.0,6.0,3.0,2.0
272,273,4718.068181818182,8.75,22.0,22.0,13.0,6.0,6.0,3.0,10.0,6.0
