ip_id,Average_Debit,Average_Credit,Count_Debit,Count_Credit,Average_Ratio,Count_Ratio
96,5459.333333333333,6898.642857142857,21,14.0,1.2636419936151284,0.6666666666666666
97,5075.0,3537.157894736842,20,19.0,0.6969769250712989,0.95
98,5052.777777777777,5386.1578947368425,18,19.0,1.0659795723503374,1.0555555555555556
99,5192.888888888889,5651.0,18,27.0,1.0882189318726463,1.5
100,5138.0,4139.565217391304,21,23.0,0.8056763755140725,1.0952380952380953
101,5338.875,5877.125,16,16.0,1.1008171197115497,1.0
102,4289.1,7584.764705882353,10,17.0,1.7683814100586026,1.7
103,3859.4375,7125.9,16,20.0,1.846357144013862,1.25
104,5107.9,5827.545454545455,20,22.0,1.1408887124934817,1.1
105,4651.882352941177,5992.173913043478,17,23.0,1.2881181118552785,1.3529411764705883
106,3736.909090909091,4428.304347826087,11,23.0,1.1850179493525752,2.090909090909091
107,6252.263157894737,5502.708333333333,19,24.0,0.8801146391903002,1.263157894736842
108,5318.5,4845.045454545455,22,22.0,0.9109796849761126,1.0
109,5183.814814814815,5566.133333333333,27,15.0,1.0737523488350493,0.5555555555555556
110,6105.08,4005.714285714286,25,28.0,0.6561280582259833,1.12
111,5332.0,4757.5,22,14.0,0.8922543135783946,0.6363636363636364
112,6327.086956521739,4191.307692307692,23,26.0,0.6624387686006812,1.1304347826086956
113,6291.764705882353,6877.538461538462,17,13.0,1.0931016627351706,0.7647058823529411
114,4083.5,4669.4,16,20.0,1.143479857964981,1.25
115,5837.208333333333,4405.619047619048,24,21.0,0.7547476115356024,0.875
116,6029.291666666667,5897.444444444444,24,18.0,0.9781322202488314,0.75
117,4295.333333333333,5563.04,12,25.0,1.2951358063014125,2.0833333333333335
118,7654.142857142857,5953.619047619048,14,21.0,0.7778296223022702,1.5
119,5587.333333333333,5210.391304347826,24,23.0,0.9325363269922132,0.9583333333333334
120,6028.285714285715,6588.888888888889,14,18.0,1.092995455287507,1.2857142857142858
121,2687.125,5618.166666666667,16,18.0,2.090772355832597,1.125
122,6271.125,6533.5,16,22.0,1.041838585580737,1.375
123,6076.571428571428,3774.1111111111113,14,18.0,0.6210921990261844,1.2857142857142858
124,6079.9,4144.117647058823,10,17.0,0.681609507896318,1.7
125,3835.625,4445.148148148148,16,27.0,1.1589110374836298,1.6875
126,5139.176470588235,4398.263157894737,17,19.0,0.8558303422865935,1.1176470588235294
127,4327.827586206897,5018.047619047619,29,21.0,1.1594841797858362,0.7241379310344828
128,4730.5,5206.625,14,16.0,1.1006500369939753,1.1428571428571428
129,5755.636363636364,3841.1875,11,16.0,0.6673784195729088,1.4545454545454546
130,4501.066666666667,6077.814814814815,15,27.0,1.350305442002225,1.8
131,4457.833333333333,5697.866666666667,24,15.0,1.2781695143380567,0.625
132,5279.642857142857,4485.44,14,25.0,0.8495726171954271,1.7857142857142858
133,4262.55,6222.894736842105,20,19.0,1.4598995288834393,0.95
134,4705.473684210527,6283.380952380952,19,21.0,1.3353344156328362,1.105263157894737
135,5639.2,6353.727272727273,15,22.0,1.1267072054063116,1.4666666666666666
136,6021.227272727273,3823.769230769231,22,13.0,0.6350481484212904,0.5909090909090909
137,4096.8421052631575,7363.391304347826,19,23.0,1.797333437597748,1.2105263157894737
138,4033.0588235294117,5275.181818181818,17,22.0,1.3079853404085486,1.2941176470588236
139,5312.428571428572,4218.36,14,25.0,0.7940549116626777,1.7857142857142858
140,3778.4,5041.6,10,25.0,1.3343214058860895,2.5
141,3682.4166666666665,3868.230769230769,12,13.0,1.0504598255395965,1.0833333333333333
142,4320.041666666667,5146.263157894737,24,19.0,1.1912531301730662,0.7916666666666666
143,7122.217391304348,6352.04347826087,23,23.0,0.8918631837910763,1.0
144,4460.793103448276,3208.3888888888887,29,18.0,0.7192418062179894,0.6206896551724138
145,4967.0,5067.125,21,24.0,1.0201580430843566,1.1428571428571428
146,4307.363636363636,6233.714285714285,22,21.0,1.4472226661078733,0.9545454545454546
147,5646.64,4018.15,25,20.0,0.7116001728461527,0.8
148,5888.772727272727,5710.933333333333,22,15.0,0.9698002619262645,0.6818181818181818
149,6093.9,4882.277777777777,20,18.0,0.8011745807738522,0.9
150,4427.0,5222.0526315789475,17,19.0,1.179591739683521,1.1176470588235294
151,5756.2,5071.4,15,15.0,0.8810326256905597,1.0
152,6267.066666666667,4763.176470588235,15,17.0,0.7600328389552106,1.1333333333333333
153,4919.05,4722.222222222223,20,18.0,0.9599866279509707,0.9
154,5218.305555555556,6343.533333333334,36,15.0,1.215630872090238,0.4166666666666667
155,4794.32,4056.125,25,24.0,0.8460271738223565,0.96
156,7128.761904761905,5252.0,21,18.0,0.7367338214075776,0.8571428571428571
157,5874.846153846154,3803.5384615384614,26,13.0,0.6474277558823144,0.5
158,7079.9375,5554.041666666667,16,24.0,0.7844760870652696,1.5
159,6126.32,5400.142857142857,25,21.0,0.8814660117563002,0.84
160,5708.64705882353,5180.736842105263,17,19.0,0.9075244604757434,1.1176470588235294
161,5465.333333333333,4931.2,24,20.0,0.9022688460600147,0.8333333333333334
162,5962.444444444444,5029.363636363636,18,11.0,0.8435070017381522,0.6111111111111112
163,6675.333333333333,3808.9166666666665,15,24.0,0.5705957255567762,1.6
164,5642.733333333334,5742.9,15,20.0,1.0177514443354874,1.3333333333333333
165,4651.823529411765,4410.823529411765,17,17.0,0.9481923597324262,1.0
166,5391.714285714285,5057.84,21,25.0,0.9380764135445924,1.1904761904761905
167,3854.8333333333335,6423.823529411765,12,17.0,1.6664335326417306,1.4166666666666667
168,4936.25,4824.565217391304,16,23.0,0.9773745692360201,1.4375
169,8614.2,5440.260869565217,20,23.0,0.6315456884638407,1.15
170,5458.0,3066.0,16,13.0,0.561744228655185,0.8125
171,4798.333333333333,2536.6428571428573,9,14.0,0.5286508212176848,1.5555555555555556
172,5350.0,4710.9375,19,16.0,0.8805490654205608,0.8421052631578947
173,3027.266666666667,6144.636363636364,15,22.0,2.0297638233509976,1.4666666666666666
174,4195.0952380952385,5013.888888888889,21,18.0,1.19517879912672,0.8571428571428571
175,7584.941176470588,6263.59375,17,32.0,0.8257933191928278,1.8823529411764706
176,4739.888888888889,4780.235294117647,18,17.0,1.0085120993707968,0.9444444444444444
177,6658.7,3960.7727272727275,20,22.0,0.5948267270297096,1.1
178,7361.933333333333,4570.772727272727,15,22.0,0.6208658134103442,1.4666666666666666
179,5778.1578947368425,4316.954545454545,19,22.0,0.7471160574180111,1.1578947368421053
180,5009.3125,3845.866666666667,16,15.0,0.7677434112299176,0.9375
181,4695.6875,5931.0,16,26.0,1.2630738310417804,1.625
182,5811.08,3396.5625,25,16.0,0.5844976321096939,0.64
183,4169.083333333333,5013.3,12,20.0,1.2024945531591678,1.6666666666666667
184,5765.9375,5700.4,16,15.0,0.988633678391415,0.9375
185,5080.176470588235,5367.9047619047615,17,21.0,1.0566374599351684,1.2352941176470589
186,5837.153846153846,4579.8125,26,16.0,0.7845968464609993,0.6153846153846154
187,6365.263157894737,6140.380952380952,19,21.0,0.9646703993322151,1.105263157894737
188,4992.6875,3628.15,16,20.0,0.7266927882027465,1.25
189,5778.619047619048,4564.1,21,20.0,0.7898253825679229,0.9523809523809523
190,5268.65,6200.28,20,25.0,1.1768251829216214,1.25
191,4845.45,4247.173913043478,20,23.0,0.876528271480147,1.15
192,4406.470588235294,6026.7692307692305,17,26.0,1.3677089430393397,1.5294117647058822
193,4177.375,5597.875,16,24.0,1.340046081570364,1.5
194,5609.192307692308,7072.571428571428,26,14.0,1.2608894544179345,0.5384615384615384
195,4705.789473684211,7406.0,19,18.0,1.573806061961749,0.9473684210526315
196,5271.764705882353,6289.5,17,18.0,1.1930540058022763,1.0588235294117647
197,6214.958333333333,5899.8,24,20.0,0.9492903545880571,0.8333333333333334
198,5200.588235294118,5099.206896551724,17,29.0,0.9805057939303167,1.7058823529411764
199,5727.9375,4294.35,16,20.0,0.7497201217715801,1.25
200,6650.894736842105,4786.263157894737,19,19.0,0.7196419951411366,1.0
201,4832.476190476191,4037.5882352941176,21,17.0,0.8355112526475282,0.8095238095238095
202,6219.235294117647,3797.785714285714,17,14.0,0.610651556772226,0.8235294117647058
203,5128.333333333333,5724.1578947368425,18,19.0,1.1161828849015618,1.0555555555555556
204,5856.391304347826,4403.3125,23,16.0,0.7518815378219262,0.6956521739130435
205,5063.916666666667,5486.8,12,25.0,1.0835091414748137,2.0833333333333335
206,6540.5625,5458.588235294118,16,17.0,0.8345747380739987,1.0625
207,5538.421052631579,5242.047619047619,19,21.0,0.9464877388758411,1.105263157894737
208,5238.071428571428,5863.5,14,14.0,1.1194005427297398,1.0
209,4872.285714285715,4428.684210526316,21,19.0,0.9089541275342816,0.9047619047619048
210,5657.791666666667,4200.65,24,20.0,0.742453990440911,0.8333333333333334
211,6565.461538461538,5064.941176470588,13,17.0,0.7714524175946111,1.3076923076923077
212,3510.4,5004.875,20,24.0,1.4257278372835005,1.2
213,4296.357142857143,5241.9375,14,16.0,1.2200888626577333,1.1428571428571428
214,4698.166666666667,5074.388888888889,18,18.0,1.0800785176250782,1.0
215,5544.652173913043,4984.0,23,14.0,0.8988841578646092,0.6086956521739131
216,5091.454545454545,6084.8,22,30.0,1.195100524943756,1.3636363636363635
217,5191.192307692308,6507.8,26,15.0,1.2536233709463516,0.5769230769230769
218,6451.666666666667,5347.95,21,20.0,0.8289253422888142,0.9523809523809523
219,3039.5,5513.1,12,20.0,1.8138180621812798,1.6666666666666667
220,5440.75,5178.583333333333,24,24.0,0.9518142412963898,1.0
221,4933.818181818182,4256.4,11,15.0,0.8626989976415094,1.3636363636363635
222,5215.9473684210525,6293.0526315789475,19,19.0,1.206502325862991,1.0
223,5539.470588235294,4776.894736842105,17,19.0,0.862337774116403,1.1176470588235294
224,4215.315789473684,4265.777777777777,19,9.0,1.011971105090182,0.47368421052631576
225,4643.962962962963,5089.333333333333,27,12.0,1.0959030840517758,0.4444444444444444
226,4945.142857142857,5079.75,21,16.0,1.0272200716431708,0.7619047619047619
227,3341.875,4696.523809523809,16,21.0,1.4053559183164568,1.3125
228,3066.4736842105262,4713.941176470588,19,17.0,1.537251469250488,0.8947368421052632
229,5051.285714285715,4450.666666666667,21,18.0,0.8810958077622859,0.8571428571428571
230,5298.130434782609,4538.4,23,15.0,0.8566040522907997,0.6521739130434783
231,5610.388888888889,5084.421052631579,18,19.0,0.9062510912035057,1.0555555555555556
232,5584.9375,4841.055555555556,16,18.0,0.8668056814522196,1.125
233,5209.45,2224.230769230769,20,13.0,0.42696076730379773,0.65
234,5094.882352941177,5906.214285714285,17,14.0,1.1592444882078077,0.8235294117647058
235,4060.478260869565,4416.222222222223,23,18.0,1.0876113448952376,0.782608695652174
236,4563.411764705882,4291.823529411765,17,17.0,0.9404857047100983,1.0
237,3338.5333333333333,5054.5,15,22.0,1.5139881784416311,1.4666666666666666
238,5060.933333333333,5622.2307692307695,15,26.0,1.110907889697046,1.7333333333333334
239,7954.5,4669.6,18,15.0,0.5870387830787605,0.8333333333333334
240,3800.5625,5280.8,16,20.0,1.3894785311384827,1.25
241,4321.8421052631575,7428.62962962963,19,27.0,1.7188572485290505,1.4210526315789473
242,6117.185185185185,5035.260869565217,27,23.0,0.8231336337111045,0.8518518518518519
243,4980.5,5062.636363636364,14,11.0,1.016491589927992,0.7857142857142857
244,3948.4761904761904,6127.153846153846,21,13.0,1.5517768249262014,0.6190476190476191
245,6007.4,5924.619047619048,25,21.0,0.9862201697271779,0.84
246,4761.909090909091,5397.533333333334,11,15.0,1.133480969562755,1.3636363636363635
247,4730.333333333333,5784.08,15,25.0,1.222763723486717,1.6666666666666667
248,5989.411764705882,5537.15625,17,32.0,0.9244908294048321,1.8823529411764706
249,4909.5,6709.5,16,14.0,1.3666361136571952,0.875
250,5517.0,4477.444444444444,19,18.0,0.8115723118441988,0.9473684210526315
251,4600.888888888889,3291.0714285714284,18,14.0,0.7153120860013248,0.7777777777777778
252,5149.5,4785.466666666666,18,15.0,0.9293070524646405,0.8333333333333334
253,4901.055555555556,4034.8571428571427,18,14.0,0.8232628863558707,0.7777777777777778
254,4333.083333333333,5923.142857142857,24,28.0,1.366957983839727,1.1666666666666667
255,5138.652173913043,3614.125,23,16.0,0.7033215866112752,0.6956521739130435
256,6440.6,6117.818181818182,15,11.0,0.9498832689218678,0.7333333333333333
257,3076.4285714285716,3457.3684210526317,7,19.0,1.1238253516307601,2.7142857142857144
258,5249.85,3522.4,20,10.0,0.6709525034048591,0.5
259,6082.4375,5730.047619047619,16,21.0,0.9420643646642681,1.3125
260,5805.04347826087,3484.1052631578946,23,19.0,0.6001859032073427,0.8260869565217391
261,5764.428571428572,3984.12,21,25.0,0.6911561051770712,1.1904761904761905
262,4378.5625,4543.388888888889,16,18.0,1.0376439502436905,1.125
263,5604.411764705882,4457.733333333334,17,15.0,0.7953971835913585,0.8823529411764706
264,5976.5,4124.142857142857,26,14.0,0.6900598773768689,0.5384615384615384
265,5135.041666666667,5082.375,24,16.0,0.9897436729659772,0.6666666666666666
266,4828.727272727273,5063.041666666667,11,24.0,1.0485250834651203,2.1818181818181817
267,4968.076923076923,4878.6875,13,16.0,0.9820072385228769,1.2307692307692308
268,5220.64705882353,3748.909090909091,17,11.0,0.7180928051002754,0.6470588235294118
269,3146.6,4964.9375,10,16.0,1.5778737367317104,1.6
270,4284.583333333333,6499.55,12,20.0,1.5169619760770205,1.6666666666666667
271,6030.857142857143,5339.92,14,25.0,0.885433011180595,1.7857142857142858
272,4989.0,5228.0,15,13.0,1.0479053918620966,0.8666666666666667
273,4907.409090909091,4528.727272727273,22,22.0,0.9228346748423071,1.0
274,5213.416666666667,5533.727272727273,12,11.0,1.0614396712445018,0.9166666666666666
275,5171.5,4688.222222222223,14,18.0,0.9065497867586237,1.2857142857142858
276,5703.423076923077,3901.5263157894738,26,19.0,0.6840674912537431,0.7307692307692307
277,5911.7037037037035,4688.761904761905,27,21.0,0.7931320884408294,0.7777777777777778
278,4679.4,3808.1428571428573,15,21.0,0.8138100733305248,1.4
279,4451.826086956522,6945.2307692307695,23,26.0,1.5600858240126934,1.1304347826086956
280,5906.583333333333,7500.666666666667,24,21.0,1.2698824757685634,0.875
281,5389.631578947368,5871.95652173913,19,23.0,1.0894912640551886,1.2105263157894737
282,3889.75,4283.833333333333,16,18.0,1.1013132806307173,1.125
283,6257.411764705882,5228.176470588235,17,17.0,0.8355174099420922,1.0
284,5076.777777777777,4402.619047619048,18,21.0,0.8672073587483625,1.1666666666666667
285,5956.722222222223,5242.882352941177,18,17.0,0.8801623035873679,0.9444444444444444
286,4071.8823529411766,5820.222222222223,17,18.0,1.4293689546354884,1.0588235294117647
287,5228.916666666667,5501.25,24,20.0,1.0520821712591837,0.8333333333333334
288,4457.235294117647,6961.764705882353,17,17.0,1.561901996753461,1.0
289,4780.846153846154,4945.35,13,20.0,1.03440893951827,1.5384615384615385
290,4378.428571428572,4181.190476190476,21,21.0,0.9549523094826367,1.0
291,4604.476190476191,4814.0,21,16.0,1.045504374625106,0.7619047619047619
292,5751.428571428572,4053.3076923076924,14,13.0,0.704747984256181,0.9285714285714286
293,5370.45,4443.25,20,16.0,0.8273515254773809,0.8
294,5907.1578947368425,5412.35,19,20.0,0.9162358779714174,1.0526315789473684
295,5029.6875,4263.3125,16,16.0,0.8476296986641815,1.0
296,4717.8,4453.176470588235,20,17.0,0.9439095490669878,0.85
297,4994.285714285715,2669.6666666666665,21,9.0,0.534544241037376,0.42857142857142855
298,6480.6,6635.2,15,15.0,1.0238558158195228,1.0
299,4427.0,5986.85,11,20.0,1.352349220691213,1.8181818181818181
300,6929.25,3590.875,20,16.0,0.5182198650647617,0.8
301,4657.444444444444,4833.086956521739,18,23.0,1.037712207665044,1.2777777777777777
302,4707.0,4398.142857142857,18,14.0,0.9343834410756017,0.7777777777777778
303,6686.25,3588.1428571428573,20,21.0,0.5366450337846861,1.05
304,5224.882352941177,6279.785714285715,17,14.0,1.201899926177422,0.8235294117647058
305,3596.5555555555557,5640.133333333333,9,15.0,1.568204145942105,1.6666666666666667
306,5072.588235294118,5519.380952380952,17,21.0,1.088079831510497,1.2352941176470589
307,6087.466666666666,5181.25,15,20.0,0.8511340240056072,1.3333333333333333
308,6986.666666666667,5220.192307692308,12,26.0,0.7471649295361127,2.1666666666666665
309,5471.1,5418.434782608696,20,23.0,0.9903739252816975,1.15
310,5360.695652173913,5199.521739130435,23,23.0,0.9699341422268363,1.0
311,6078.0,4943.35294117647,12,17.0,0.8133190097361748,1.4166666666666667
312,5677.6875,4988.72,16,25.0,0.8786535010952963,1.5625
313,6164.5,4545.25,26,20.0,0.7373266282747992,0.7692307692307693
314,6073.058823529412,5075.263157894737,17,19.0,0.8357013006742462,1.1176470588235294
315,4808.909090909091,5129.476190476191,11,21.0,1.0666610853952532,1.9090909090909092
316,3179.875,5856.545454545455,16,22.0,1.841753356514157,1.375
317,4765.666666666667,5188.583333333333,12,24.0,1.0887423935091276,2.0
318,4073.230769230769,3213.5384615384614,13,13.0,0.788940927632573,1.0
319,6213.222222222223,5360.090909090909,18,22.0,0.8626910027328489,1.2222222222222223
320,4779.545454545455,5411.214285714285,22,14.0,1.1321608586373206,0.6363636363636364
321,4530.285714285715,5647.533333333334,14,15.0,1.2466174739320552,1.0714285714285714
322,4463.65,5720.55,20,20.0,1.2815856978033673,1.0
323,5876.923076923077,5973.434782608696,13,23.0,1.0164221488732075,1.7692307692307692
324,3662.3125,6103.4375,16,16.0,1.6665528951994129,1.0
325,4890.409090909091,5441.636363636364,22,11.0,1.112715983976057,0.5
326,4628.055555555556,5893.952380952381,18,21.0,1.2735267133682595,1.1666666666666667
327,3542.375,9377.083333333334,16,12.0,2.6471176352964703,0.75
328,6948.521739130435,4033.4736842105262,23,19.0,0.580479393407682,0.8260869565217391
329,5048.518518518518,5386.45,27,20.0,1.066936761792972,0.7407407407407407
330,7056.277777777777,4868.066666666667,18,15.0,0.6898915859006559,0.8333333333333334
331,5320.714285714285,5372.619047619048,21,21.0,1.0097552244149104,1.0
332,4606.368421052632,8202.866666666667,19,15.0,1.7807665207969134,0.7894736842105263
333,4173.3125,8198.3,16,10.0,1.9644586883920145,0.625
334,5952.0,4918.705882352941,19,17.0,0.8263954775458571,0.8947368421052632
335,6582.416666666667,5564.206896551724,24,29.0,0.8453136861920101,1.2083333333333333
336,3456.8125,5847.055555555556,16,18.0,1.6914586936825633,1.125
337,3485.5882352941176,5709.0526315789475,17,19.0,1.637902197904685,1.1176470588235294
338,5384.962962962963,5603.478260869565,27,23.0,1.0405787930965396,0.8518518518518519
339,3364.75,4337.954545454545,16,22.0,1.289235320738404,1.375
340,4026.9583333333335,5593.25,24,16.0,1.3889515453143915,0.6666666666666666
341,4403.789473684211,4960.55,19,20.0,1.1264275982407495,1.0526315789473684
342,3925.217391304348,5280.076923076923,23,13.0,1.3451680242663848,0.5652173913043478
343,3845.5,4892.722222222223,12,18.0,1.272324072870166,1.5
344,6409.222222222223,5535.416666666667,18,24.0,0.8636643378465059,1.3333333333333333
345,5143.9375,6147.208333333333,16,24.0,1.195039467982131,1.5
346,6432.441176470588,5562.1875,34,16.0,0.8647086459719345,0.47058823529411764
347,5444.0,7552.923076923077,20,13.0,1.3873848414627254,0.65
348,6583.909090909091,6355.181818181818,22,22.0,0.9652596550819491,1.0
349,5817.1578947368425,6545.25,19,20.0,1.1251628576081645,1.0526315789473684
350,4874.066666666667,4961.6,15,20.0,1.0179589938586533,1.3333333333333333
351,6059.1578947368425,4024.0476190476193,19,21.0,0.664126548433904,1.105263157894737
352,5510.307692307692,4213.233333333334,26,30.0,0.7646094498887865,1.1538461538461537
353,7639.823529411765,6025.142857142857,17,14.0,0.7886494804424845,0.8235294117647058
354,5353.578947368421,6784.714285714285,19,14.0,1.2673231033698207,0.7368421052631579
355,4381.2307692307695,5203.111111111111,13,18.0,1.1875912010050642,1.3846153846153846
356,3796.4285714285716,5232.857142857143,14,14.0,1.3783631232361242,1.0
357,5954.363636363636,4997.695652173913,11,23.0,0.8393332952748641,2.090909090909091
358,4327.142857142857,6260.5,14,14.0,1.4467976229778805,1.0
359,3806.75,7764.058823529412,16,17.0,2.0395504888761837,1.0625
360,4760.666666666667,5126.210526315789,12,19.0,1.0767841744116626,1.5833333333333333
361,4573.0,3316.2105263157896,20,19.0,0.7251717748339798,0.95
